rural_or_urban,State Name,District Name,Block/Tehsil Name,Village Name,town_municipalty_name,ward_name,si_no_of_water_body_within_village_town,unique_id,water_body_name,basin_name,sub_basin_name,ref_water_body_type_id_name,nature_of_storage,khasra_number,latitude_dec,longitude_dec,water_body_loc_name,water_body_ownership_name,ref_water_body_in_use_id_name,ref_reason_water_body_in_use_id1_name,cca_water_body,ipc_water_body,scheme_status_reason_name,water_body_nature_name,manmade_water_body_type_name,construcion_year,construction_cost,renovation_year,renovation_cost,ref_water_body_under_repair_renovation_restoration_id_name,scheme_under_revival_is_done,scheme_inclusion_year,targeted_completion_year,estimated_cost,target_potential_revival,irrigation_potential_revived,water_spread_area_of_water_body,max_depth_water_body_fully_filled,storage_capacity_water_body_original,storage_capacity_water_body_present,filled_up_storage_name,filled_up_storage_space_name,no_town_cities_benefited,no_villages_benefited,no_people_benefited_by_water_body,ref_selection_id_wua_exists_name,extent_of_area_covered_by_wua,number_of_wua_formed,ref_selection_id_dip_sip_exists_name,ref_selection_id_water_body_encroached_name,ref_selection_id_encroachment_assessed_name,area_encroached_percentage,reason_water_body_in_use_name2,reason_water_body_in_use_name3
Rural,DELHI,SOUH WEST,KAPAS HERA,PINDWALAN KHURD,NA,NA,2,1/33/005/000014/000200/002,Near hanuman mandir,Ganga Basin,Yamuna Middle,Ponds,NA,46,28.557778,76.963333,Others,Panchayat,Yes,Ground water recharge,NA,NA,NA,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,6000,6000,Nil/Negligible filled up,Filled up every year,0,1,1500,Not Known,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,SOUH WEST,KAPAS HERA,PINDWALAN KHURD,NA,NA,4,1/33/005/000014/000200/004,Near shamshaan ghat,Ganga Basin,Yamuna Middle,Ponds,NA,31/4,28.554167,76.964167,Others,Panchayat,Yes,Ground water recharge,NA,NA,NA,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,1200,1200,Nil/Negligible filled up,Filled up every year,0,1,1500,Not Known,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,SOUH EAST,DEFENCE COLONY,KHIZARABAD,NA,NA,1,1/33/006/000018/000259/001,PARK,NA,NA,Others,Park,NA,28.566389,77.268889,Others,Other Govt.Agency,No,NA,NA,NA,Others,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,Not Known,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,NORTH EAST,KARAWAL NAGAR,SADAT PUR MUSALMAN,NA,NA,1,1/33/002/000004/000078/001,NA,NA,NA,Others,BUILT UP AREA,NA,28.722778,77.268333,Others,Other Govt.Agency,No,NA,NA,NA,Others,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,SOUTH,SAKET,RAJPUR KHURD,NA,NA,1,1/33/004/000011/000148/001,Rajpur Pond,NA,NA,Others,dry state,38(7-16),28.493333,77.191111,Others,Panchayat,No,NA,NA,NA,Others,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,Not Known,NA,NA,No,Yes,Yes,25,NA,NA
Rural,DELHI,SOUH WEST,KAPAS HERA,REWLA KHANPUR,NA,NA,6,1/33/005/000014/000204/006,Forest nursery,Ganga Basin,Yamuna Middle,Ponds,NA,80,28.563056,76.975833,Others,Panchayat,Yes,Ground water recharge,NA,NA,NA,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,2700,2700,Nil/Negligible filled up,Filled up every year,0,1,2000,Not Known,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,SOUH EAST,DEFENCE COLONY,JOGA BAI,NA,NA,1,1/33/006/000018/000258/001,Joga Bai,NA,NA,Others,Barren Land,NA,28.564722,77.271111,Others,Other Govt.Agency,No,NA,NA,NA,Others,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,Not Known,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,SOUTH,SAKET,MAIDAN GARHI,NA,NA,3,1/33/004/000011/000144/003,Maidan Garhi,NA,NA,Others,College exist,NA,28.483889,77.197500,Others,Other Govt.Agency,No,NA,NA,NA,Others,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,Not Known,NA,NA,No,Yes,Yes,100,NA,NA
Rural,DELHI,SOUH EAST,KALKA JI,BAHA PUR,NA,NA,3,1/33/006/000017/000250/003,Bahapur,NA,NA,Others,Developed park by DDA,NA,28.561944,77.270556,Others,Other Govt.Agency,No,NA,NA,NA,Others,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,Not Known,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,NORTH,NARELA,GHOGA,NA,NA,2,1/33/001/000003/000047/002,Village Ghoga,Ganga Basin,Yamuna Middle,Ponds,NA,193(17-11),28.831667,77.046667,Others,Panchayat,No,NA,NA,NA,Construction,Natural,NA,NA,NA,2000,100000,No,NA,NA,NA,NA,NA,NA,0.55,4,22000,20000,Nil/Negligible filled up,Never filled up,NA,NA,NA,Not Known,NA,NA,No,Yes,Yes,100,NA,NA
Rural,DELHI,SOUH WEST,NAJAFGARH,ROSHAN PURA,NA,NA,1,1/33/005/000015/000230/001,Near Chawla stand park ,Ganga Basin,Yamuna Middle,Others,Encroached by barat ghar,506,28.608889,76.986111,Others,Panchayat,No,NA,NA,NA,Others,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,Not Known,NA,NA,No,Yes,Yes,100,NA,NA
Rural,DELHI,SOUTH,SAKET,ASOLA,NA,NA,6,1/33/004/000011/000140/006,KAPIL DEV FARM,NA,NA,Others,Farm House,1629,28.451111,77.208333,Others,Other private body,No,NA,NA,NA,Construction,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,Not Known,NA,NA,No,Yes,Yes,100,NA,NA
Rural,DELHI,SOUTH,MEHRAULI,GADAI PUR,NA,NA,2,1/33/004/000010/000133/002,Johad Gadaipur,NA,NA,Ponds,NA,359(30-13),28.474722,77.142778,Others,Other Govt.Agency,No,NA,NA,NA,Others,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,10000,10000,Upto 1/4,Rarely filled up,NA,NA,NA,Not Known,NA,NA,No,Yes,Yes,20,NA,NA
Rural,DELHI,NORTH,NARELA,DARIYA PURKALAN,NA,NA,4,1/33/001/000003/000046/004,Village Dariya Purkalan Gola waali Johadi,Ganga Basin,Yamuna Lower,Ponds,NA,44/26(03-12),28.821667,77.012500,Others,Panchayat,No,NA,NA,NA,Dried-up,Natural,NA,NA,NA,2011,175000,No,NA,NA,NA,NA,NA,NA,0,1,4000,1500,Nil/Negligible filled up,Never filled up,NA,NA,NA,Not Known,NA,NA,No,Yes,Yes,100,NA,NA
Rural,DELHI,SOUH WEST,KAPAS HERA,BADU SARAI,NA,NA,3,1/33/005/000014/000184/003,near well,Ganga Basin,Yamuna Middle,Ponds,NA,49(04-16),28.528611,76.980278,Others,Panchayat,Yes,Other,NA,NA,NA,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,6000,6000,Nil/Negligible filled up,Filled up every year,0,1,500,Not Known,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,SOUTH,HAUZ KHAS,HAUZ KHAS,NA,NA,2,1/33/004/000012/000160/002,Hauz Khas ,NA,NA,Others,Barren land exist,NA,28.552222,77.193889,Others,Other Govt.Agency,No,NA,NA,NA,Others,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,Not Known,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,SOUTH,SAKET,BHATI,NA,NA,1,1/33/004/000011/000141/001,BHATI WB,NA,NA,Ponds,NA,1311,28.430000,77.193889,Others,Other Govt.Agency,No,NA,NA,NA,Others,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,19500,5500,Upto 3/4,Usually filled up,NA,NA,NA,Not Known,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,NEW DELHI,DELHI CANT.,BAGROLA,NA,NA,1,1/33/011/000030/000356/001,Dda water body,Ganga Basin,Yamuna Middle,Ponds,NA,157,28.569167,77.074167,Others,Other Govt.Agency,No,NA,NA,NA,Destroyed beyond repair,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,1000,800,Upto 3/4,Usually filled up,NA,NA,NA,Not Known,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,SOUH WEST,NAJAFGARH,KAIR,NA,NA,2,1/33/005/000015/000221/002,Back  side of Feddral Bank,Ganga Basin,Yamuna Middle,Ponds,NA,19/24,28.622778,76.921389,Others,Panchayat,Yes,Other,NA,NA,NA,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,7500,7500,Upto 3/4,Usually filled up,1,1,500,Not Known,NA,NA,Yes,No,NA,NA,NA,NA
Rural,DELHI,SOUTH,SAKET,BHATI,NA,NA,2,1/33/004/000011/000141/002,BHATI NATURAL WB,NA,NA,Ponds,NA,NA,28.425278,77.191667,Others,Other Govt.Agency,No,NA,NA,NA,Others,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,30000,25000,Full,Filled up every year,NA,NA,NA,Not Known,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,SOUTH,SAKET,BHATI,NA,NA,3,1/33/004/000011/000141/003,BHATI WB,NA,NA,Ponds,NA,1432,28.427778,77.197778,Others,Other Govt.Agency,No,NA,NA,NA,Others,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,10000,1000,Upto 1/4,Rarely filled up,NA,NA,NA,Not Known,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,SOUH EAST,SARITA VIHAR,JAITPUR,NA,NA,1,1/33/006/000016/000241/001,NTPC ECO PARK,NA,NA,Others,ECO PARK,NA,28.509444,77.335000,Others,Other Govt.Agency,No,NA,NA,NA,Others,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,Not Known,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,NEW DELHI,VASANT VIHAR,MASOOD PUR,NA,NA,1,1/33/011/000029/000348/001,DDA Park Water body,Ganga Basin,Yamuna Middle,Ponds,NA,205/1&205/2,28.527222,77.155278,Others,Panchayat,Yes,Other,NA,NA,NA,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,20,5,Nil/Negligible filled up,Never filled up,1,0,1000,Not Known,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,SOUTH,MEHRAULI,FATHERPUR BERI,NA,NA,3,1/33/004/000010/000132/003,FATEHPUR BERI,NA,NA,Others,FARMLAND,1265,28.434722,77.188056,Others,Other Govt.Agency,No,NA,NA,NA,Others,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,Not Known,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,WEST,PUNJABI BAGH,MADI PUR,NA,NA,1,1/33/007/000020/000294/001,Near District Park Madipur Village,Ganga Basin,Yamuna Middle,Ponds,NA,1298(23-2),28.669722,77.121667,Others,Other Govt.Agency,Yes,Other,NA,NA,NA,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,3968,3968,Nil/Negligible filled up,Usually filled up,0,1,1500,Not Known,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,NORTH,NARELA,MAMOOR PUR,NA,NA,3,1/33/001/000003/000054/003,Village Mamoor Pur,Ganga Basin,Yamuna Lower,Ponds,NA,"25/7(1-12),25/8(1-18),26/1(4-16)",28.861667,77.095556,Others,Co-operative,No,NA,NA,NA,Dried-up,Natural,NA,NA,NA,2012,95000,No,NA,NA,NA,NA,NA,NA,0,1,10000,8500,Upto 1/4,Rarely filled up,NA,NA,NA,Not Known,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,SOUH WEST,NAJAFGARH,JHARODA KALAN,NA,NA,3,1/33/005/000015/000219/003,NA,Ganga Basin,Yamuna Middle,Ponds,NA,162,28.650278,76.941667,Others,Panchayat,Yes,Religious,NA,NA,NA,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,2000,2000,Upto 1/2,Rarely filled up,1,1,500,Not Known,NA,NA,Yes,No,NA,NA,Ground water recharge,Other
Rural,DELHI,SOUTH,HAUZ KHAS,TUT SARAI,NA,NA,1,1/33/004/000012/000165/001,In Malviya Nagar,NA,NA,Others,School exist,NA,28.534444,77.213056,Others,Muncipal authority,No,NA,NA,NA,Others,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,Not Known,NA,NA,No,Yes,Yes,100,NA,NA
Rural,DELHI,SOUH WEST,NAJAFGARH,DHANSA,NA,NA,3,1/33/005/000015/000214/003,Agriculture field ,Ganga Basin,Yamuna Middle,Ponds,NA,138,28.555278,76.873056,Others,Panchayat,Yes,Other,NA,NA,NA,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,1000,1000,Upto 3/4,Usually filled up,1,1,3000,Yes,1,1,Yes,No,NA,NA,NA,NA
Rural,DELHI,SOUH WEST,NAJAFGARH,KHERA DABAR,NA,NA,2,1/33/005/000015/000224/002,At Phirni Road of village Khera Dabar,Ganga Basin,Yamuna Middle,Ponds,NA,53,28.584722,76.938056,Others,Panchayat,Yes,Other,NA,NA,NA,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,7500,7500,Upto 1/2,Rarely filled up,1,1,500,Not Known,NA,NA,Yes,No,NA,NA,NA,NA
Rural,DELHI,SOUH WEST,DWARKA,POCHANPUR,NA,NA,2,1/33/005/000013/000176/002,Pochanpur dham,Ganga Basin,Yamuna Middle,Ponds,NA,35,28.559722,77.043889,Others,Other Govt.Agency,Yes,Ground water recharge,NA,NA,NA,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,7500,7500,Nil/Negligible filled up,Filled up every year,0,1,2000,Not Known,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,SOUTH,SAKET,DEVLI,NA,NA,5,1/33/004/000011/000143/005,Private land,NA,NA,Others,private land,NA,28.500833,77.228333,Others,Panchayat,No,NA,NA,NA,Others,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,Not Known,NA,NA,No,Yes,Yes,100,NA,NA
Rural,DELHI,SOUH WEST,NAJAFGARH,MITRAON,NA,NA,1,1/33/005/000015/000226/001,Situated in Gauhala Road,Ganga Basin,Yamuna Middle,Ponds,NA,204,28.623056,76.948333,Others,Panchayat,Yes,Other,NA,NA,NA,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,4000,4000,Upto 1/2,Rarely filled up,1,1,500,Not Known,NA,NA,Yes,No,NA,NA,NA,NA
Rural,DELHI,SOUH WEST,DWARKA,POCHANPUR,NA,NA,1,1/33/005/000013/000176/001,DDA water body park,Ganga Basin,Yamuna Middle,Ponds,NA,26/26,28.558611,77.046389,Others,Other Govt.Agency,Yes,Ground water recharge,NA,NA,NA,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,2250,2250,Nil/Negligible filled up,Filled up every year,0,1,2000,Not Known,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,SOUH WEST,KAPAS HERA,DARIYA PUR KHURD,NA,NA,2,1/33/005/000014/000187/002,Near mandir ,Ganga Basin,Yamuna Middle,Ponds,NA,Jul-16,28.553611,76.910556,Others,Panchayat,Yes,Other,NA,NA,NA,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,100,100,Nil/Negligible filled up,Never filled up,1,1,500,No,NA,NA,Yes,No,NA,NA,NA,NA
Rural,DELHI,NEW DELHI,VASANT VIHAR,RAJOKARI,NA,NA,1,1/33/011/000029/000339/001,Rajokri Model chhat ghat water body,Ganga Basin,Yamuna Middle,Ponds,NA,1150,28.510000,77.122222,Others,Panchayat,Yes,Other,NA,NA,NA,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,10,20,Full,Filled up every year,1,1,2000,Not Known,NA,NA,Yes,No,NA,NA,NA,NA
Rural,DELHI,SOUTH,SAKET,LADO SARAI,NA,NA,2,1/33/004/000011/000149/002,QUTUB GOLF COURSE,NA,NA,Others,GOLF COURSE,248,28.530278,77.196944,Others,Other Govt.Agency,No,NA,NA,NA,Construction,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,Not Known,NA,NA,No,Yes,Yes,100,NA,NA
Rural,DELHI,SOUTH,SAKET,SAHUR PUR,NA,NA,1,1/33/004/000011/000146/001,Forest area,NA,NA,Others,Forest area,NA,28.459444,77.205556,Others,Other Govt.Agency,No,NA,NA,NA,Others,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,Not Known,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,SOUH WEST,NAJAFGARH,SUREHRA,NA,NA,3,1/33/005/000015/000235/003,Near cremation ground village Surehera ,Ganga Basin,Yamuna Middle,Ponds,NA,42/12/1,28.598611,76.940278,Others,Panchayat,Yes,Other,NA,NA,NA,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,10000,10000,Upto 1/4,Rarely filled up,1,1,1000,Not Known,NA,NA,Yes,No,NA,NA,NA,NA
Rural,DELHI,SOUTH,SAKET,LADO SARAI,NA,NA,1,1/33/004/000011/000149/001,LADOSARAI ,NA,NA,Ponds,NA,335,28.522500,77.192778,Others,Other Govt.Agency,No,NA,NA,NA,Others,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,6000,500,Upto 1/4,Rarely filled up,NA,NA,NA,Not Known,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,SOUTH,SAKET,LADHA SARAI,NA,NA,1,1/33/004/000011/000151/001,Monument exist,NA,NA,Others,ASI monument,NA,28.520556,77.182778,Others,Other Govt.Agency,No,NA,NA,NA,Others,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,Not Known,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,SOUH WEST,NAJAFGARH,JAFFAR PUR KALAN,NA,NA,2,1/33/005/000015/000218/002,Situated in middle of village Jaffarpur Kalan,Ganga Basin,Yamuna Middle,Ponds,NA,896,28.589722,76.921389,Others,Panchayat,Yes,Other,NA,NA,NA,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,10000,10000,Upto 1/2,Filled up every year,1,1,500,Not Known,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,SOUTH,MEHRAULI,MEHRAULI,NA,NA,2,1/33/004/000010/000139/002,RAJA KI BAOLI,NA,NA,Tank,NA,NA,28.520556,77.181667,Others,Other Govt.Agency,No,NA,NA,NA,Others,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,10000,2500,Upto 1/2,Rarely filled up,NA,NA,NA,Not Known,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,SOUH WEST,NAJAFGARH,KHERA DABAR,NA,NA,4,1/33/005/000015/000224/004,On Phirni Road,Ganga Basin,Yamuna Middle,Ponds,NA,50,28.560278,76.937778,Others,Panchayat,Yes,Other,NA,NA,NA,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,45000,45000,Upto 1/4,Rarely filled up,1,1,1000,Not Known,NA,NA,Yes,No,NA,NA,NA,NA
Rural,DELHI,NEW DELHI,VASANT VIHAR,RAJOKARI,NA,NA,5,1/33/011/000029/000339/005,Holy Chowk jhod,Ganga Basin,Yamuna Middle,Ponds,NA,1689,28.510833,77.114722,Others,Panchayat,Yes,Other,NA,NA,NA,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,100,50,Full,Usually filled up,1,1,1000,Not Known,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,NEW DELHI,VASANT VIHAR,RAJOKARI,NA,NA,4,1/33/011/000029/000339/004,Rajokri forest water body,Ganga Basin,Yamuna Middle,Ponds,NA,NA,28.515556,77.117500,Others,Other Govt.Agency,No,NA,NA,NA,Dried-up,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,1000,1000,Nil/Negligible filled up,Rarely filled up,NA,NA,NA,Not Known,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,SOUTH,HAUZ KHAS,KHIRKI,NA,NA,2,1/33/004/000012/000168/002,OPEN LAND IN UNAUTHORISED AREA,NA,NA,Others,open area,NA,28.531667,77.217778,Others,Other Govt.Agency,No,NA,NA,NA,Others,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,Not Known,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,SOUTH,HAUZ KHAS,KHIRKI,NA,NA,3,1/33/004/000012/000168/003,DEVELOPED PARK BY DDA,NA,NA,Others,no,NA,28.535000,77.229444,Others,Other Govt.Agency,No,NA,NA,NA,Others,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,Not Known,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,SOUH WEST,NAJAFGARH,UJWA,NA,NA,3,1/33/005/000015/000236/003,Near Ujwa to Daryapur main road ,Ganga Basin,Yamuna Middle,Ponds,NA,105,28.565833,76.905000,Others,Panchayat,Yes,Other,NA,NA,NA,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,5800,5800,Upto 1/2,Usually filled up,1,1,500,No,NA,NA,Yes,No,NA,NA,NA,NA
Rural,DELHI,SOUTH,HAUZ KHAS,SHEKH SARAI,NA,NA,2,1/33/004/000012/000164/002,DEVELOPED PARK,NA,NA,Others,no,NA,28.543333,77.217500,Others,Other Govt.Agency,No,NA,NA,NA,Others,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,Not Known,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,SOUTH,HAUZ KHAS,SHAHPUR JAT,NA,NA,1,1/33/004/000012/000158/001,OPEN LAND NEAR DDA PARK,NA,NA,Others,NO,NA,28.551389,77.211389,Others,Other Govt.Agency,No,NA,NA,NA,Others,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,Not Known,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,NEW DELHI,VASANT VIHAR,SAMALKA,NA,NA,5,1/33/011/000029/000342/005,NO WATER BODY ,NA,NA,Others,no water body ,446,28.531389,77.112222,Others,Other Govt.Agency,No,NA,NA,NA,Others,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,Not Known,NA,NA,No,Yes,No,NA,NA,NA
Rural,DELHI,NEW DELHI,VASANT VIHAR,SAMALKA,NA,NA,2,1/33/011/000029/000342/002,NO WATER BODY ,NA,NA,Others,Encroached ,51,28.535556,77.087500,Others,Other Govt.Agency,No,NA,NA,NA,Others,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,Not Known,NA,NA,No,Yes,No,NA,NA,NA
Rural,DELHI,SOUTH,HAUZ KHAS,CHIRAG DELHI,NA,NA,2,1/33/004/000012/000159/002,OPEN LAND NEAR DRAIN,NA,NA,Others,open land area,NA,28.546944,77.219722,Others,Other Govt.Agency,No,NA,NA,NA,Others,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,Not Known,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,SOUH WEST,DWARKA,KAKROLA,NA,NA,5,1/33/005/000013/000173/005,Golf course road near dwarka bus stand,Ganga Basin,Yamuna Middle,Others,Park exist,123,28.595833,77.022222,Others,Other Govt.Agency,No,NA,NA,NA,Others,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,Not Known,NA,NA,No,Yes,Yes,100,NA,NA
Rural,DELHI,SOUH WEST,KAPAS HERA,REWLA KHANPUR,NA,NA,9,1/33/005/000014/000204/009,Near nain jhatikara road  opposite to tayagi farms,Ganga Basin,Yamuna Middle,Ponds,NA,61/10,28.560000,76.978611,Others,Panchayat,Yes,Ground water recharge,NA,NA,NA,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,1200,1200,Nil/Negligible filled up,Filled up every year,0,1,1500,Not Known,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,NORTH WEST,ROHINI,SULTANPUR MAJARA,NA,NA,8,1/33/003/000008/000115/008,P  Block Chhat Pooja Park,Ganga Basin,Yamuna Upper,Ponds,NA,72/26/2(5-2),28.691944,77.086667,Others,Muncipal authority,No,NA,NA,NA,Construction,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,140,140,Nil/Negligible filled up,Filled up every year,NA,NA,NA,Not Known,NA,NA,No,Yes,Yes,100,NA,NA
Rural,DELHI,NORTH WEST,ROHINI,SULTANPUR MAJARA,NA,NA,4,1/33/003/000008/000115/004,Sultanpur Majara,Ganga Basin,Yamuna Upper,Others,Parks,35/37(7-16),28.697500,77.080278,Others,Muncipal authority,No,NA,NA,NA,Others,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,SOUH WEST,KAPAS HERA,GOELA KHURD,NA,NA,2,1/33/005/000014/000192/002,Near shankar bhawan ,Ganga Basin,Yamuna Middle,Ponds,NA,20/26,28.581111,77.003611,Others,Panchayat,No,NA,NA,NA,Others,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,40,40,Nil/Negligible filled up,Filled up every year,NA,NA,NA,Not Known,NA,NA,No,Yes,No,NA,NA,NA
Rural,DELHI,EAST,PREET VIHAR,GAZIPUR,NA,NA,2,1/33/008/000022/000300/002,NA,NA,NA,Others,NIL,519,28.633056,77.322222,Others,Other Govt.Agency,No,NA,NA,NA,Others,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,No,Yes,Yes,100,NA,NA
